parent;predicate;child;parentLabel;childLabel
http://data.europa.eu/esco/isco/C8342;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/1bcc6461-4cc2-4732-a6d0-901687046443;Bedieningspersoneel van grondverzetmachines e.d.;sneeuwruimer
http://data.europa.eu/esco/isco/C7312;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/f96e3735-405c-4ca9-8a86-d37f64ea7164;Vervaardigers en stemmers van muziekinstrumenten;blaasinstrumentenbouwer
http://data.europa.eu/esco/isco/C7412;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/c07ab008-79c1-4516-8dcc-8289f797dc34;Installateurs van elektrische apparatuur;elektromonteur mijnbouw
http://data.europa.eu/esco/isco/C8143;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/0ab77768-9031-4ccc-9ab8-1f73cbb36bc7;Bedieningspersoneel van machines voor de vervaardiging van producten van papier;productiemedewerker hygiënische papierwaren
http://data.europa.eu/esco/isco/C1431;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/771955d9-e988-47f3-b60f-207adb2cd571;Leidinggevende functies op het gebied van sport en recreatie en bij culturele centra;manager recreatie-accommodatie
http://data.europa.eu/esco/isco/C2431;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/002da35b-7808-43f3-83bf-63596b8b351f;Specialisten op het gebied van reclame en marketing;revenue manager
http://data.europa.eu/esco/isco/C3214;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/76bded28-876a-40b2-9efb-3123c8f14cf6;Prothese- en tandtechnici;tandtechnicus
http://data.europa.eu/esco/isco/C2521;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/1562c7a3-c7d9-419d-b9b6-db26610bcf84;Ontwerpers en beheerders van databanken;data warehouse designer
http://data.europa.eu/esco/isco/C2423;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/e4112a88-973f-4c7a-97f5-2241e6b6833f;Specialisten op het gebied van personeelszaken en loopbaanontwikkeling;adviseur beroepsoriëntatie
http://data.europa.eu/esco/isco/C8155;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/3da8ee8c-ab60-4feb-ab5b-3ba31ef9ec1f;Bedieningspersoneel van machines voor het bereiden van bont en leer;machineoperator lederproductie
http://data.europa.eu/esco/isco/C8131;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/0dae04a4-fa4c-40d3-8518-122cc0f7bfcf;Bedieningspersoneel van machines en installaties voor de chemische industrie;granulatorbediener
http://data.europa.eu/esco/isco/C8350;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/bd22a34c-1dc2-48df-a254-66e5d03dec12;Dekpersoneel op schepen e.d.;matroos
http://data.europa.eu/esco/isco/C8183;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/59ee6b71-a48d-4940-bdf1-e806ca60245c;Bedieningspersoneel van verpakkings-, bottel- en etiketteringsmachines;gasflessenvuller
http://data.europa.eu/esco/isco/C2422;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/cb4f98c8-6b8d-41d8-87eb-a2a2033a3a25;Specialisten op het gebied van beleidsadministratie;specialist openbare aanbestedingen
http://data.europa.eu/esco/isco/C6121;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/b2678105-9d5c-403f-b822-274aff706309;Melkveehouders en andere rundveehouders;schapenfokker
http://data.europa.eu/esco/isco/C5241;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/9af5fd79-d76e-4343-bc13-ff2d172aec62;Mannequins en modellen;model
http://data.europa.eu/esco/isco/C1349;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/2c8a4b72-21f4-4ab1-9dbd-1cae779211b7;Leidinggevende functies op het gebied van professionele diensten, niet elders geclassificeerd;verantwoordelijke kunstgalerij
http://data.europa.eu/esco/isco/C8131;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/7c64479f-7a76-49e9-ac42-bd925f2bf99d;Bedieningspersoneel van machines en installaties voor de chemische industrie;operator controlekamer mijnbouw
http://data.europa.eu/esco/isco/C3134;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/7afeee90-5672-470d-b061-24ffaafb2fc9;Bedieningspersoneel aardolie- en aardgasraffinaderijen;shiftmanager raffinaderij
http://data.europa.eu/esco/isco/C7412;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/5d009d45-3bb9-4e33-8760-294f59adec8c;Installateurs van elektrische apparatuur;elektromechanicus
http://data.europa.eu/esco/isco/C2212;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/9b889f07-c39c-464d-b9d9-b2daa650f9ac;Medisch specialisten;medisch specialist
http://data.europa.eu/esco/isco/C2511;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/2bef94db-0088-4507-982a-2ca717529adb;Systeemanalisten;enterprise architect
http://data.europa.eu/esco/isco/C8181;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/5c4ba833-da16-4bd0-a4b2-c08a2eaf5884;Bedieningspersoneel van installaties voor de vervaardiging van glas en aardewerk;operator glazuuroven
http://data.europa.eu/esco/isco/C8343;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/dc90cee4-bf4a-4d62-b729-faf49e62643e;Kraandrijvers en bedieningspersoneel van takels e.d.;kraandrijver haven
http://data.europa.eu/esco/isco/C7223;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/733d65ac-250b-45d7-ba3c-cc5f48e9e11d;Instellers en bedieningspersoneel gereedschapswerktuigen;operator lasermarkeermachine
http://data.europa.eu/esco/isco/C8322;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/6f7c1e84-8162-4c20-a575-b57ff624eef5;Chauffeurs van auto’s, taxi’s en bestelwagens;taxichauffeur
http://data.europa.eu/esco/isco/C9129;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/4779055b-f769-4c6d-8e0e-088bb74cfce9;Andere schoonmakers;badmeester
http://data.europa.eu/esco/isco/C3252;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/32ac76f6-20a0-469e-8cac-e68634087dd3;Technici op het gebied van medische dossiers en gezondheidsvoorlichting;applicatiebeheerder PACS
http://data.europa.eu/esco/isco/C2511;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/35553663-deab-4d9a-bf22-15c1625d28e8;Systeemanalisten;ict intelligent systems designer
http://data.europa.eu/esco/isco/C7232;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/b27854dd-3fbe-406e-a750-54f677d55936;Vliegtuigmonteurs;hoofd vliegtuigonderhoud
http://data.europa.eu/esco/isco/C2267;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/771244bf-b204-4e7f-8b25-ee523ae7b791;Optometristen en orthoptisten;orthoptist
http://data.europa.eu/esco/isco/C1349;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/6db9eeae-aef5-4f56-913d-4650e4c720c6;Leidinggevende functies op het gebied van professionele diensten, niet elders geclassificeerd;directeur gevangenis
http://data.europa.eu/esco/isco/C2423;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/6d03eaef-1ce5-4a1e-bb41-0908e1af1b65;Specialisten op het gebied van personeelszaken en loopbaanontwikkeling;arbeidsanalist
http://data.europa.eu/esco/isco/C8131;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/310ad9e0-ffc9-4980-b47c-1e856a404eff;Bedieningspersoneel van machines en installaties voor de chemische industrie;destilleerder
http://data.europa.eu/esco/isco/C3423;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/234be692-befb-41df-bdf0-e1b2f4eaf5e7;Fitnessinstructeurs en leiders van recreatieprogramma’s;recreatiebegeleider
http://data.europa.eu/esco/isco/C4312;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/1f665529-96e9-46c1-99f4-9ffbf9ffa036;Administratief personeel statistiek, financiën en verzekeringen;auditor
http://data.europa.eu/esco/isco/C8172;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/865adac9-9bb7-4680-a13d-62b2942974ac;Bedieningspersoneel van installaties voor de houtbewerking;operator houtzagerij
http://data.europa.eu/esco/isco/C5223;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/73357956-f607-4baa-9ce6-03beb9b39da2;Verkoopmedewerkers;medewerker verkoopadministratie
http://data.europa.eu/esco/isco/C8151;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/06461fc3-1274-40a1-9322-dfc2753f5eea;Bedieningspersoneel van machines voor het bereiden van spinvezels, het spinnen en het opwinden;technicus spinnerij
http://data.europa.eu/esco/isco/C3213;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/c1a86d6d-7785-43e1-994b-958eba58fff7;Farmaceutisch technici en apothekersassistenten;apothekersassistent
http://data.europa.eu/esco/isco/C2412;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/4ed22a87-8478-4731-be11-5942eacb2e16;Financieel en beleggingsadviseurs;subsidieadviseur
http://data.europa.eu/esco/isco/C2166;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/d68ff35f-e34d-4e32-88ab-d6c06a6c25b9;Grafisch ontwerpers en multimediaontwerpers;digital games designer
http://data.europa.eu/esco/isco/C8142;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/ae3f1edd-d191-4a8d-8dfc-099dcdc6f1e8;Bedieningspersoneel van machines voor de vervaardiging van producten van kunststof;platenperser
http://data.europa.eu/esco/isco/C2149;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/0cca32c2-9308-4927-adb2-14771ab787f0;Ingenieurs, niet elders geclassificeerd;bouwkostenadviseur
http://data.europa.eu/esco/isco/C9216;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/fbf23c18-d9a3-4349-83dc-2bc39948bdf7;Ongeschoolde arbeiders in de visserij en de visteelt;oogstarbeider in de aquacultuur
http://data.europa.eu/esco/isco/C4212;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/e96cec32-9960-4496-a790-a9d2254906fc;Bookmakers, croupiers e.d.;renbaanmedewerker
http://data.europa.eu/esco/isco/C7317;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/949bccd9-e1d2-4c57-b787-53b451aa1354;Ambachtslieden werkend met hout, vlechtwerk e.d.;rotanmeubelmaker
http://data.europa.eu/esco/isco/C5163;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/dc34c345-caf9-4ab7-b496-e18a572194ba;Uitvaartmedewerkers en balsemers;balsemer
http://data.europa.eu/esco/isco/C7512;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/26852256-d423-41bb-8178-4d37ff2528b9;Bakkers en banketbakkers;pastamaker
http://data.europa.eu/esco/isco/C7213;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/2d6d4cb2-5d46-4d1f-939b-7f55c02c64cb;Plaatwerkers;koperslager
http://data.europa.eu/esco/isco/C0310;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/35e67944-231e-4bc9-8c69-560f203167ff;Andere rangen;officier inlichtingen en veiligheid
http://data.europa.eu/esco/isco/C3134;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/d26a941d-443a-4301-a648-3cb3a4427775;Bedieningspersoneel aardolie- en aardgasraffinaderijen;operator gasverwerkingsinstallatie
http://data.europa.eu/esco/isco/C8342;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/47c27a07-4657-42b7-adee-d805902c1ff8;Bedieningspersoneel van grondverzetmachines e.d.;baggermachinist
http://data.europa.eu/esco/isco/C3435;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/f09b6100-28a6-4be5-9726-ecf5b24f74f6;Andere vakspecialisten op artistiek en cultureel gebied;theatertechnicus
http://data.europa.eu/esco/isco/C3252;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/92be1fac-97c4-4d4d-ada7-f6aa07d6f316;Technici op het gebied van medische dossiers en gezondheidsvoorlichting;opname- en operatieplanner
http://data.europa.eu/esco/isco/C8211;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/88a34087-311e-497e-ad81-a6843b9b461e;Assembleurs van mechanische werktuigen;assemblagetechnicus scheepsmotoren
http://data.europa.eu/esco/isco/C8160;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/3caa57c9-d360-4ce4-8000-34a983666ba7;Bedieningspersoneel van machines voor de vervaardiging van voedingsmiddelen e.d.;operator kelder
http://data.europa.eu/esco/isco/C7126;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/094b9f9b-7e89-4f34-adbb-fbaf7246f7a4;Loodgieters;technicus watervoorzieningsnet
http://data.europa.eu/esco/isco/C7223;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/a5245c01-4ca8-406e-a152-620c28530ea8;Instellers en bedieningspersoneel gereedschapswerktuigen;operator metaalschaafbank
http://data.europa.eu/esco/isco/C3435;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/c05090e2-d599-46c8-a47b-3d52a893ca55;Andere vakspecialisten op artistiek en cultureel gebied;maskerbouwer
http://data.europa.eu/esco/isco/C8211;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/769159bd-2929-4d40-8aeb-a99a387a0829;Assembleurs van mechanische werktuigen;assemblagetechnicus motorfietsen
http://data.europa.eu/esco/isco/C7113;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/f3fc11ca-9a72-40da-bf0f-b2aab7e33079;Steenhouwers, steensplijters en steensnijders;steenhouwer
http://data.europa.eu/esco/isco/C7422;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/d07e6a57-a339-4cfd-bf22-a951713148a3;Installateurs en onderhoudsmonteurs op het gebied van de informatie- en communicatietechnologie;onderhoudsmonteur telecommunicatieapparatuur
http://data.europa.eu/esco/isco/C7532;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/5157706c-3fce-420e-9e7f-863000af5397;Patroonmakers en snijders voor kleding e.d.;patroontekenaar lederwaren
http://data.europa.eu/esco/isco/C9333;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/3d974e0c-8ed9-47a7-aec2-ebdb34391c87;Laders en lossers;bagagemedewerker
http://data.europa.eu/esco/isco/C3354;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/e19fe26f-0759-4bb1-af71-5bbecf3df69f;Ambtenaren: vergunningen;immigratieadviseur
http://data.europa.eu/esco/isco/C3423;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/0c3672ed-450b-4fcd-a3d0-579a10004486;Fitnessinstructeurs en leiders van recreatieprogramma’s;instructeur paardensport
http://data.europa.eu/esco/isco/C1213;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/7a3996d8-b90d-4b81-bd5e-e37f005b2683;Leidinggevende functies op het gebied van beleid en planning;hoofd compliance en informatiebeveiliging kansspelen
http://data.europa.eu/esco/isco/C4221;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/79f8f68c-5509-4119-9373-8bef1c364d31;Reisconsulenten en reisbureaumedewerkers;reisagent
http://data.europa.eu/esco/isco/C5142;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/a1e1a788-2352-4172-8fcf-1f985a6968b0;Schoonheidsspecialisten e.d.;schoonheidsspecialist
http://data.europa.eu/esco/isco/C3511;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/9729c0f3-c9bc-482e-ac59-a82ec3b67ba3;Technici voor de werking van informatie- en communicatietechnologie;medewerker datacentrum
http://data.europa.eu/esco/isco/C2514;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/456ed487-02f2-45c9-9213-d0fd8e9a069d;Applicatieprogrammeurs;ict-applicatieconfigurator
http://data.europa.eu/esco/isco/C5169;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/db20c08e-819e-4410-91e2-6ac06add4e27;Verleners van persoonlijke diensten, niet elders geclassificeerd;escort
http://data.europa.eu/esco/isco/C2149;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/a1273779-d2d4-4708-a406-62f7cdd26aab;Ingenieurs, niet elders geclassificeerd;arbo-ingenieur
http://data.europa.eu/esco/isco/C6112;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/c56295bb-ef33-4ccd-a929-59e3dd73f876;Fruittelers;wijnmaker
http://data.europa.eu/esco/isco/C5142;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/d3fd0898-51f7-42a3-8f44-09408fc796f6;Schoonheidsspecialisten e.d.;medewerker schoonheidssalon
http://data.europa.eu/esco/isco/C2412;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/7284ccbf-e2fd-4e2f-8bbf-bc54eab610d5;Financieel en beleggingsadviseurs;trustbeheerder
http://data.europa.eu/esco/isco/C8113;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/46bbecf4-368a-44a8-9262-dcd775ae2c46;Boorders van bronnen e.d.;boorverantwoordelijke
http://data.europa.eu/esco/isco/C2351;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/9a26d76b-b9e3-46ae-ab4b-057a1262138b;Specialisten op het gebied van onderwijsmethoden;coördinator speciaal onderwijs
http://data.europa.eu/esco/isco/C1439;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/9358775a-3769-4327-bf25-6c0d9d69d192;Leidinggevende functies op het gebied van diensten, niet elders geclassificeerd;reisbureaumanager
http://data.europa.eu/esco/isco/C2263;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/789517fb-95ee-43d1-9530-c2860be1a439;Milieu- en bedrijfsartsen en specialisten op het gebied van de milieu- en arbeidshygiëne;arbeidshygiënist
http://data.europa.eu/esco/isco/C2412;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/50760da6-abc3-424c-b159-8ddf0818e016;Financieel en beleggingsadviseurs;specialist taxatie bedrijfsovername
http://data.europa.eu/esco/isco/C3522;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/d84bf1d7-ef99-40c4-a407-3791d6531b44;Telecommunicatietechnici;telecommunicatietechnicus
http://data.europa.eu/esco/isco/C8142;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/ec238461-93b6-4516-a251-52d1153b53ac;Bedieningspersoneel van machines voor de vervaardiging van producten van kunststof;operator persgietmachine kunststof
http://data.europa.eu/esco/isco/C8131;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/ff5210a5-2ea9-43b4-bebc-8d565f928eaa;Bedieningspersoneel van machines en installaties voor de chemische industrie;machineoperator cosmeticaproductie
http://data.europa.eu/esco/isco/C8160;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/87cb6ef5-fa94-4af4-9511-6fe64c463835;Bedieningspersoneel van machines voor de vervaardiging van voedingsmiddelen e.d.;productiemedewerker vervaardiging van zuivelproducten
http://data.europa.eu/esco/isco/C3257;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/c872187a-079b-413b-8503-7b5dd92abb88;Milieu-inspecteurs, inspecteurs arbeidshygiëne e.d.;deskundige in regelgeving betreffende levensmiddelen
http://data.europa.eu/esco/isco/C1221;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/c530b0ee-46f8-40fb-818c-d9b44b891cb9;Leidinggevende functies op het gebied van verkoop en marketing;manager bankproducten
http://data.europa.eu/esco/isco/C3435;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/89a0af2a-edf4-4d1a-8526-f4a8f476cea2;Andere vakspecialisten op artistiek en cultureel gebied;locatiemanager
http://data.europa.eu/esco/isco/C2149;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/f9433fdb-dde1-46cf-9e91-b49d243946a7;Ingenieurs, niet elders geclassificeerd;bio-ingenieur
http://data.europa.eu/esco/isco/C7314;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/149062d6-6496-4004-9c23-93c78b29b5db;Pottenbakkers e.d.;baksteenvormer
http://data.europa.eu/esco/isco/C3343;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/42c769cd-4c60-4bac-94d2-29a492b82b74;Administratief secretarissen en uitvoerende secretarissen;corrector van gerechtelijke notulen
http://data.europa.eu/esco/isco/C5322;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/1391bdf9-bd61-4fb5-91ca-c29036ab2b60;Thuishulpwerkers;thuiszorgmedewerker
http://data.europa.eu/esco/isco/C3339;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/2049d7ef-9ebe-41ae-b8b5-e97b77ee58a2;Zakelijke dienstverleners, niet elders geclassificeerd;medewerker bedrijfsverplaatsing
http://data.europa.eu/esco/isco/C7316;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/a1b4eb5e-45d4-441b-a7e8-795ac5cf6fbf;Letterschilders, decoratieschilders, graveurs en etsers;signmaker
http://data.europa.eu/esco/isco/C8160;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/3b46ee4d-a220-4c83-ad90-937456596889;Bedieningspersoneel van machines voor de vervaardiging van voedingsmiddelen e.d.;keteloperator
http://data.europa.eu/esco/isco/C3255;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/b01affdd-c8a9-4121-bc50-a5be17f014eb;Technici en assistenten op het gebied van de fysiotherapie;shiatsubeoefenaar
http://data.europa.eu/esco/isco/C1111;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/0ee67d5e-8de9-48f0-97c5-ba23d486b1e9;Leden van wetgevende lichamen;staatssecretaris
http://data.europa.eu/esco/isco/C3134;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/47ae3ed9-e03c-450e-9ea8-aab317545adc;Bedieningspersoneel aardolie- en aardgasraffinaderijen;operator controlekamer gasverwerkingsinstallatie
http://data.europa.eu/esco/isco/C2133;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/fab474ea-a4a9-4c11-9548-1d50ad594a34;Milieudeskundigen;consultant natuurlijke rijkdommen
http://data.europa.eu/esco/isco/C2421;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/51cd3a7a-eae6-4dc6-9f24-179d7ec6d230;Bedrijfs- en organisatieanalisten;logistiek analist
http://data.europa.eu/esco/isco/C8112;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/3e9c6f2a-dc20-4366-aeb9-99dffd635b4c;Bedieningspersoneel van installaties voor de verwerking van mineralen en gesteente;operator vlakpolijstmachine
http://data.europa.eu/esco/isco/C7421;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/490d0c6f-0dc8-4825-9f17-207749fb1785;Installateurs en onderhoudsmonteurs op het gebied van de elektronica;servicetechnicus geldautomaten
http://data.europa.eu/esco/isco/C8322;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/af513bd8-4340-4452-aa30-05a073ecc49a;Chauffeurs van auto’s, taxi’s en bestelwagens;chauffeur uitvaartverzorging
http://data.europa.eu/esco/isco/C2511;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/22987b58-dbfa-4ecd-ae3f-82dd209255f6;Systeemanalisten;green ict consultant
http://data.europa.eu/esco/isco/C7222;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/d1974e0c-8f92-473b-a32d-f0616c08b1ff;Gereedschapsmakers e.d.;fijnmechanicus
http://data.europa.eu/esco/isco/C7115;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/c467efc2-6b87-429d-b0be-44512cf9535d;Timmerlieden;haardinstallateur
http://data.europa.eu/esco/isco/C3431;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/480d2853-db07-43d4-847f-7ffdd8d368f5;Fotografen;fotojournalist
http://data.europa.eu/esco/isco/C4212;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/264e1a4a-5074-47e2-a6d9-d225d48e8a9a;Bookmakers, croupiers e.d.;bookmaker
http://data.europa.eu/esco/isco/C7221;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/0ab64770-9fd7-4baf-8abf-b1ac0e1538ba;Smeden, voorslagers en smeedperswerkers;bediener hydraulische smeedpers
http://data.europa.eu/esco/isco/C2523;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/cf2b03cd-feb7-4f47-90f6-ff1ed6016d3d;Netwerkspecialisten;ict network engineer
http://data.europa.eu/esco/isco/C7531;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/b3b79192-f6e0-4aa0-92d1-f876508e05b3;Kleermakers, bontwerkers en hoedenmakers;kostuummaker
http://data.europa.eu/esco/isco/C7223;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/0e09c42d-bff2-4c35-8e1f-639a6dddaa5d;Instellers en bedieningspersoneel gereedschapswerktuigen;boorder metaal
http://data.europa.eu/esco/isco/C4120;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/5ac377d2-e1d0-4911-a299-b4ef2782a0ba;Secretariaatsmedewerkers, algemeen;administratief medewerker secretariaat
http://data.europa.eu/esco/isco/C3111;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/4b8dced3-ac9e-445d-8787-e07daf52e295;Technici op chemisch en natuurkundig gebied;laboratoriumtechnicus lederwaren
http://data.europa.eu/esco/isco/C6121;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/5734feab-60be-4f11-8e3f-e983ca6fb07a;Melkveehouders en andere rundveehouders;manegebeheerder
http://data.europa.eu/esco/isco/C8181;http://www.w3.org/2004/02/skos/core#narrower;http://data.europa.eu/esco/occupation/ac401ec0-7ce0-423f-b8b5-167da9e046a7;Bedieningspersoneel van installaties voor de vervaardiging van glas en aardewerk;operator trektoren
