head;relation;tail
infantry officers;exactMatch;infantry officers
command and control center officers;exactMatch;command and control center officers
artillery and missile officers;exactMatch;artillery and missile officers
armored assault vehicle officers;exactMatch;armored assault vehicle officers
aircraft launch and recovery officers;exactMatch;aircraft launch and recovery officers
air crew officers;exactMatch;air crew officers
first-line enlisted military supervisors;exactMatch;first-line enlisted military supervisors
furniture finishers;exactMatch;furniture finishers
crane and tower operators;exactMatch;crane and tower operators
transportation workers, all other;exactMatch;transportation workers, all other
railroad conductors and yardmasters;exactMatch;railroad conductors and yardmasters
railroad brake, signal, and switch operators and locomotive firers;exactMatch;railroad brake, signal, and switch operators and locomotive firers
locomotive engineers and operators;exactMatch;locomotive engineers and operators
motor vehicle operators, all other;exactMatch;motor vehicle operators, all other
taxi drivers;exactMatch;taxi drivers
shuttle drivers and chauffeurs;exactMatch;shuttle drivers and chauffeurs
bus drivers, transit and intercity;exactMatch;bus drivers, transit and intercity
bus drivers, school;exactMatch;bus drivers, school
light truck drivers;exactMatch;light truck drivers
heavy and tractor-trailer truck drivers;exactMatch;heavy and tractor-trailer truck drivers
driver/sales workers;exactMatch;driver/sales workers
miscellaneous motor vehicle operators;exactMatch;miscellaneous motor vehicle operators
passenger vehicle drivers;exactMatch;passenger vehicle drivers
driver/sales workers and truck drivers;exactMatch;driver/sales workers and truck drivers
ambulance drivers and attendants, except emergency medical technicians;exactMatch;ambulance drivers and attendants, except emergency medical technicians
airfield operations specialists;exactMatch;airfield operations specialists
air traffic controllers;exactMatch;air traffic controllers
subway and streetcar operators;exactMatch;subway and streetcar operators
conveyor operators and tenders;exactMatch;conveyor operators and tenders
miscellaneous rail transportation workers;exactMatch;miscellaneous rail transportation workers
rail yard engineers, dinkey operators, and hostlers;exactMatch;rail yard engineers, dinkey operators, and hostlers
transportation vehicle, equipment and systems inspectors, except aviation;exactMatch;transportation vehicle, equipment and systems inspectors, except aviation
aviation inspectors;exactMatch;aviation inspectors
aircraft service attendants;exactMatch;aircraft service attendants
automotive and watercraft service attendants;exactMatch;automotive and watercraft service attendants
miscellaneous transportation workers;exactMatch;miscellaneous transportation workers
passenger attendants;exactMatch;passenger attendants
transportation inspectors;exactMatch;transportation inspectors
traffic technicians;exactMatch;traffic technicians
transportation service attendants;exactMatch;transportation service attendants
parking attendants;exactMatch;parking attendants
bridge and lock tenders;exactMatch;bridge and lock tenders
motorboat operators;exactMatch;motorboat operators
captains, mates, and pilots of water vessels;exactMatch;captains, mates, and pilots of water vessels
ship engineers;exactMatch;ship engineers
ship and boat captains and operators;exactMatch;ship and boat captains and operators
sailors and marine oilers;exactMatch;sailors and marine oilers
rail transportation workers, all other;exactMatch;rail transportation workers, all other
locomotive engineers;exactMatch;locomotive engineers
helpers--extraction workers;exactMatch;helpers--extraction workers
cabinetmakers and bench carpenters;exactMatch;cabinetmakers and bench carpenters
upholsterers;exactMatch;upholsterers
control and valve installers and repairers, except mechanical door;exactMatch;control and valve installers and repairers, except mechanical door
mechanical door repairers;exactMatch;mechanical door repairers
miscellaneous installation, maintenance, and repair workers;exactMatch;miscellaneous installation, maintenance, and repair workers
wind turbine service technicians;exactMatch;wind turbine service technicians
maintenance and repair workers, general;exactMatch;maintenance and repair workers, general
precision instrument and equipment repairers;exactMatch;precision instrument and equipment repairers
line installers and repairers;exactMatch;line installers and repairers
industrial machinery mechanics;exactMatch;industrial machinery mechanics
industrial machinery installation, repair, and maintenance workers;exactMatch;industrial machinery installation, repair, and maintenance workers
heating, air conditioning, and refrigeration mechanics and installers;exactMatch;heating, air conditioning, and refrigeration mechanics and installers
control and valve installers and repairers;exactMatch;control and valve installers and repairers
tire repairers and changers;exactMatch;tire repairers and changers
recreational vehicle service technicians;exactMatch;recreational vehicle service technicians
bicycle repairers;exactMatch;bicycle repairers
outdoor power equipment and other small engine mechanics;exactMatch;outdoor power equipment and other small engine mechanics
motorcycle mechanics;exactMatch;motorcycle mechanics
home appliance repairers;exactMatch;home appliance repairers
maintenance workers, machinery;exactMatch;maintenance workers, machinery
millwrights;exactMatch;millwrights
refractory materials repairers, except brickmasons;exactMatch;refractory materials repairers, except brickmasons
production occupations;exactMatch;production occupations
geothermal technicians;exactMatch;geothermal technicians
installation, maintenance, and repair workers, all other;exactMatch;installation, maintenance, and repair workers, all other
helpers--installation, maintenance, and repair workers;exactMatch;helpers--installation, maintenance, and repair workers
signal and track switch repairers;exactMatch;signal and track switch repairers
riggers;exactMatch;riggers
manufactured building and mobile home installers;exactMatch;manufactured building and mobile home installers
locksmiths and safe repairers;exactMatch;locksmiths and safe repairers
commercial divers;exactMatch;commercial divers
coin, vending, and amusement machine servicers and repairers;exactMatch;coin, vending, and amusement machine servicers and repairers
precision instrument and equipment repairers, all other;exactMatch;precision instrument and equipment repairers, all other
watch and clock repairers;exactMatch;watch and clock repairers
musical instrument repairers and tuners;exactMatch;musical instrument repairers and tuners
medical equipment repairers;exactMatch;medical equipment repairers
camera and photographic equipment repairers;exactMatch;camera and photographic equipment repairers
telecommunications line installers and repairers;exactMatch;telecommunications line installers and repairers
electrical power-line installers and repairers;exactMatch;electrical power-line installers and repairers
motorboat mechanics and service technicians;exactMatch;motorboat mechanics and service technicians
rail car repairers;exactMatch;rail car repairers
mobile heavy equipment mechanics, except engines;exactMatch;mobile heavy equipment mechanics, except engines
farm equipment mechanics and service technicians;exactMatch;farm equipment mechanics and service technicians
computer, automated teller, and office machine repairers;exactMatch;computer, automated teller, and office machine repairers
first-line supervisors of mechanics, installers, and repairers;exactMatch;first-line supervisors of mechanics, installers, and repairers
other installation, maintenance, and repair occupations;exactMatch;other installation, maintenance, and repair occupations
vehicle and mobile equipment mechanics, installers, and repairers;exactMatch;vehicle and mobile equipment mechanics, installers, and repairers
electrical and electronic equipment mechanics, installers, and repairers;exactMatch;electrical and electronic equipment mechanics, installers, and repairers
supervisors of installation, maintenance, and repair workers;exactMatch;supervisors of installation, maintenance, and repair workers
installation, maintenance, and repair occupations;exactMatch;installation, maintenance, and repair occupations
extraction workers, all other;exactMatch;extraction workers, all other
underground mining machine operators, all other;exactMatch;underground mining machine operators, all other
loading and moving machine operators, underground mining;exactMatch;loading and moving machine operators, underground mining
roof bolters, mining;exactMatch;roof bolters, mining
continuous mining machine operators;exactMatch;continuous mining machine operators
earth drillers, except oil and gas;exactMatch;earth drillers, except oil and gas
excavating and loading machine and dragline operators, surface mining;exactMatch;excavating and loading machine and dragline operators, surface mining
service unit operators, oil and gas;exactMatch;service unit operators, oil and gas
rotary drill operators, oil and gas;exactMatch;rotary drill operators, oil and gas
derrick operators, oil and gas;exactMatch;derrick operators, oil and gas
radio and telecommunications equipment installers and repairers;exactMatch;radio and telecommunications equipment installers and repairers
supervisors of production workers;exactMatch;supervisors of production workers
miscellaneous electrical and electronic equipment mechanics, installers, and repairers;exactMatch;miscellaneous electrical and electronic equipment mechanics, installers, and repairers
telecommunications equipment installers and repairers, except line installers;exactMatch;telecommunications equipment installers and repairers, except line installers
automotive service technicians and mechanics;exactMatch;automotive service technicians and mechanics
automotive glass installers and repairers;exactMatch;automotive glass installers and repairers
automotive body and related repairers;exactMatch;automotive body and related repairers
miscellaneous vehicle and mobile equipment mechanics, installers, and repairers;exactMatch;miscellaneous vehicle and mobile equipment mechanics, installers, and repairers
small engine mechanics;exactMatch;small engine mechanics
heavy vehicle and mobile equipment service technicians and mechanics;exactMatch;heavy vehicle and mobile equipment service technicians and mechanics
bus and truck mechanics and diesel engine specialists;exactMatch;bus and truck mechanics and diesel engine specialists
automotive technicians and repairers;exactMatch;automotive technicians and repairers
aircraft mechanics and service technicians;exactMatch;aircraft mechanics and service technicians
security and fire alarm systems installers;exactMatch;security and fire alarm systems installers
audiovisual equipment installers and repairers;exactMatch;audiovisual equipment installers and repairers
electronic equipment installers and repairers, motor vehicles;exactMatch;electronic equipment installers and repairers, motor vehicles
electrical and electronics repairers, powerhouse, substation, and relay;exactMatch;electrical and electronics repairers, powerhouse, substation, and relay
electrical and electronics repairers, commercial and industrial equipment;exactMatch;electrical and electronics repairers, commercial and industrial equipment
electrical and electronics installers and repairers, transportation equipment;exactMatch;electrical and electronics installers and repairers, transportation equipment
electric motor, power tool, and related repairers;exactMatch;electric motor, power tool, and related repairers
avionics technicians;exactMatch;avionics technicians
radio, cellular, and tower equipment installers and repairers;exactMatch;radio, cellular, and tower equipment installers and repairers
assemblers and fabricators;exactMatch;assemblers and fabricators
food processing workers;exactMatch;food processing workers
metal workers and plastic workers;exactMatch;metal workers and plastic workers
metal workers and plastic workers, all other;exactMatch;metal workers and plastic workers, all other
tool grinders, filers, and sharpeners;exactMatch;tool grinders, filers, and sharpeners
plating machine setters, operators, and tenders, metal and plastic;exactMatch;plating machine setters, operators, and tenders, metal and plastic
layout workers, metal and plastic;exactMatch;layout workers, metal and plastic
heat treating equipment setters, operators, and tenders, metal and plastic;exactMatch;heat treating equipment setters, operators, and tenders, metal and plastic
welding, soldering, and brazing machine setters, operators, and tenders;exactMatch;welding, soldering, and brazing machine setters, operators, and tenders
welders, cutters, solderers, and brazers;exactMatch;welders, cutters, solderers, and brazers
molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic;exactMatch;molding, coremaking, and casting machine setters, operators, and tenders, metal and plastic
foundry mold and coremakers;exactMatch;foundry mold and coremakers
patternmakers, metal and plastic;exactMatch;patternmakers, metal and plastic
model makers, metal and plastic;exactMatch;model makers, metal and plastic
pourers and casters, metal;exactMatch;pourers and casters, metal
metal-refining furnace operators and tenders;exactMatch;metal-refining furnace operators and tenders
milling and planing machine setters, operators, and tenders, metal and plastic;exactMatch;milling and planing machine setters, operators, and tenders, metal and plastic
lathe and turning machine tool setters, operators, and tenders, metal and plastic;exactMatch;lathe and turning machine tool setters, operators, and tenders, metal and plastic
grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic;exactMatch;grinding, lapping, polishing, and buffing machine tool setters, operators, and tenders, metal and plastic
drilling and boring machine tool setters, operators, and tenders, metal and plastic;exactMatch;drilling and boring machine tool setters, operators, and tenders, metal and plastic
printing workers;exactMatch;printing workers
cutting, punching, and press machine setters, operators, and tenders, metal and plastic;exactMatch;cutting, punching, and press machine setters, operators, and tenders, metal and plastic
prepress technicians and workers;exactMatch;prepress technicians and workers
print binding and finishing workers;exactMatch;print binding and finishing workers
fabric and apparel patternmakers;exactMatch;fabric and apparel patternmakers
extruding and forming machine setters, operators, and tenders, synthetic and glass fibers;exactMatch;extruding and forming machine setters, operators, and tenders, synthetic and glass fibers
textile winding, twisting, and drawing out machine setters, operators, and tenders;exactMatch;textile winding, twisting, and drawing out machine setters, operators, and tenders
textile knitting and weaving machine setters, operators, and tenders;exactMatch;textile knitting and weaving machine setters, operators, and tenders
textile cutting machine setters, operators, and tenders;exactMatch;textile cutting machine setters, operators, and tenders
textile bleaching and dyeing machine operators and tenders;exactMatch;textile bleaching and dyeing machine operators and tenders
tailors, dressmakers, and custom sewers;exactMatch;tailors, dressmakers, and custom sewers
sewers, hand;exactMatch;sewers, hand
shoe machine operators and tenders;exactMatch;shoe machine operators and tenders
shoe and leather workers and repairers;exactMatch;shoe and leather workers and repairers
miscellaneous textile, apparel, and furnishings workers;exactMatch;miscellaneous textile, apparel, and furnishings workers
textile machine setters, operators, and tenders;exactMatch;textile machine setters, operators, and tenders
tailors, dressmakers, and sewers;exactMatch;tailors, dressmakers, and sewers
shoe and leather workers;exactMatch;shoe and leather workers
sewing machine operators;exactMatch;sewing machine operators
pressers, textile, garment, and related materials;exactMatch;pressers, textile, garment, and related materials
laundry and dry-cleaning workers;exactMatch;laundry and dry-cleaning workers
printing press operators;exactMatch;printing press operators
textile, apparel, and furnishings workers, all other;exactMatch;textile, apparel, and furnishings workers, all other
rolling machine setters, operators, and tenders, metal and plastic;exactMatch;rolling machine setters, operators, and tenders, metal and plastic
extruding and drawing machine setters, operators, and tenders, metal and plastic;exactMatch;extruding and drawing machine setters, operators, and tenders, metal and plastic
team assemblers;exactMatch;team assemblers
electromechanical equipment assemblers;exactMatch;electromechanical equipment assemblers
electrical and electronic equipment assemblers;exactMatch;electrical and electronic equipment assemblers
coil winders, tapers, and finishers;exactMatch;coil winders, tapers, and finishers
miscellaneous assemblers and fabricators;exactMatch;miscellaneous assemblers and fabricators
timing device assemblers and adjusters;exactMatch;timing device assemblers and adjusters
fiberglass laminators and fabricators;exactMatch;fiberglass laminators and fabricators
structural metal fabricators and fitters;exactMatch;structural metal fabricators and fitters
engine and other machine assemblers;exactMatch;engine and other machine assemblers
electrical, electronics, and electromechanical assemblers;exactMatch;electrical, electronics, and electromechanical assemblers
aircraft structure, surfaces, rigging, and systems assemblers;exactMatch;aircraft structure, surfaces, rigging, and systems assemblers
first-line supervisors of production and operating workers;exactMatch;first-line supervisors of production and operating workers
other production occupations;exactMatch;other production occupations
plant and system operators;exactMatch;plant and system operators
woodworkers;exactMatch;woodworkers
textile, apparel, and furnishings workers;exactMatch;textile, apparel, and furnishings workers
Printing Workers;exactMatch;Printing Workers
assemblers and fabricators, all other;exactMatch;assemblers and fabricators, all other
forging machine setters, operators, and tenders, metal and plastic;exactMatch;forging machine setters, operators, and tenders, metal and plastic
bakers;exactMatch;bakers
miscellaneous food processing workers;exactMatch;miscellaneous food processing workers
miscellaneous metal workers and plastic workers;exactMatch;miscellaneous metal workers and plastic workers
welding, soldering, and brazing workers;exactMatch;welding, soldering, and brazing workers
tool and die makers;exactMatch;tool and die makers
multiple machine tool setters, operators, and tenders, metal and plastic;exactMatch;multiple machine tool setters, operators, and tenders, metal and plastic
molders and molding machine setters, operators, and tenders, metal and plastic;exactMatch;molders and molding machine setters, operators, and tenders, metal and plastic
model makers and patternmakers, metal and plastic;exactMatch;model makers and patternmakers, metal and plastic
metal furnace operators, tenders, pourers, and casters;exactMatch;metal furnace operators, tenders, pourers, and casters
machinists;exactMatch;machinists
machine tool cutting setters, operators, and tenders, metal and plastic;exactMatch;machine tool cutting setters, operators, and tenders, metal and plastic
forming machine setters, operators, and tenders, metal and plastic;exactMatch;forming machine setters, operators, and tenders, metal and plastic
food processing workers, all other;exactMatch;food processing workers, all other
food cooking machine operators and tenders;exactMatch;food cooking machine operators and tenders
food batchmakers;exactMatch;food batchmakers
food and tobacco roasting, baking, and drying machine operators and tenders;exactMatch;food and tobacco roasting, baking, and drying machine operators and tenders
slaughterers and meat packers;exactMatch;slaughterers and meat packers
meat, poultry, and fish cutters and trimmers;exactMatch;meat, poultry, and fish cutters and trimmers
butchers and meat cutters;exactMatch;butchers and meat cutters
butchers and other meat, poultry, and fish processing workers;exactMatch;butchers and other meat, poultry, and fish processing workers
veterinary assistants and laboratory animal caretakers;exactMatch;veterinary assistants and laboratory animal caretakers
public relations and fundraising managers;exactMatch;public relations and fundraising managers
medical transcriptionists;exactMatch;medical transcriptionists
microsystems engineers;exactMatch;microsystems engineers
mechatronics engineers;exactMatch;mechatronics engineers
energy engineers, except wind and solar;exactMatch;energy engineers, except wind and solar
engineers, all other;exactMatch;engineers, all other
automotive engineers;exactMatch;automotive engineers
fuel cell engineers;exactMatch;fuel cell engineers
manufacturing engineers;exactMatch;manufacturing engineers
photonics engineers;exactMatch;photonics engineers
validation engineers;exactMatch;validation engineers
fire-prevention and protection engineers;exactMatch;fire-prevention and protection engineers
industrial engineers;exactMatch;industrial engineers
health and safety engineers, except mining safety engineers and inspectors;exactMatch;health and safety engineers, except mining safety engineers and inspectors
radio frequency identification device specialists;exactMatch;radio frequency identification device specialists
electronics engineers, except computer;exactMatch;electronics engineers, except computer
electrical engineers;exactMatch;electrical engineers
water/wastewater engineers;exactMatch;water/wastewater engineers
human factors engineers and ergonomists;exactMatch;human factors engineers and ergonomists
robotics engineers;exactMatch;robotics engineers
nanosystems engineers;exactMatch;nanosystems engineers
wind energy engineers;exactMatch;wind energy engineers
engineering technologists and technicians, except drafters, all other;exactMatch;engineering technologists and technicians, except drafters, all other
calibration technologists and technicians;exactMatch;calibration technologists and technicians
mechanical engineering technologists and technicians;exactMatch;mechanical engineering technologists and technicians
industrial engineering technologists and technicians;exactMatch;industrial engineering technologists and technicians
environmental engineering technologists and technicians;exactMatch;environmental engineering technologists and technicians
electro-mechanical and mechatronics technologists and technicians;exactMatch;electro-mechanical and mechatronics technologists and technicians
electrical and electronic engineering technologists and technicians;exactMatch;electrical and electronic engineering technologists and technicians
civil engineering technologists and technicians;exactMatch;civil engineering technologists and technicians
aerospace engineering and operations technologists and technicians;exactMatch;aerospace engineering and operations technologists and technicians
drafters, all other;exactMatch;drafters, all other
mechanical drafters;exactMatch;mechanical drafters
electrical and electronics drafters;exactMatch;electrical and electronics drafters
architectural and civil drafters;exactMatch;architectural and civil drafters
surveying and mapping technicians;exactMatch;surveying and mapping technicians
engineering technologists and technicians, except drafters;exactMatch;engineering technologists and technicians, except drafters
drafters;exactMatch;drafters
solar energy systems engineers;exactMatch;solar energy systems engineers
transportation engineers;exactMatch;transportation engineers
miscellaneous engineers;exactMatch;miscellaneous engineers
petroleum engineers;exactMatch;petroleum engineers
nuclear engineers;exactMatch;nuclear engineers
engineers;exactMatch;engineers
architects, surveyors, and cartographers;exactMatch;architects, surveyors, and cartographers
architecture and engineering occupations;exactMatch;architecture and engineering occupations
bioinformatics technicians;exactMatch;bioinformatics technicians
mathematical science occupations, all other;exactMatch;mathematical science occupations, all other
clinical data managers;exactMatch;clinical data managers
business intelligence analysts;exactMatch;business intelligence analysts
biostatisticians;exactMatch;biostatisticians
miscellaneous mathematical science occupations;exactMatch;miscellaneous mathematical science occupations
data scientists;exactMatch;data scientists
statisticians;exactMatch;statisticians
operations research analysts;exactMatch;operations research analysts
mathematicians;exactMatch;mathematicians
actuaries;exactMatch;actuaries
information technology project managers;exactMatch;information technology project managers
computer systems engineers/architects;exactMatch;computer systems engineers/architects
blockchain engineers;exactMatch;blockchain engineers
drafters, engineering technicians, and mapping technicians;exactMatch;drafters, engineering technicians, and mapping technicians
robotics technicians;exactMatch;robotics technicians
architects, except naval;exactMatch;architects, except naval
architects, except landscape and naval;exactMatch;architects, except landscape and naval
mining and geological engineers, including mining safety engineers;exactMatch;mining and geological engineers, including mining safety engineers
mechanical engineers;exactMatch;mechanical engineers
materials engineers;exactMatch;materials engineers
marine engineers and naval architects;exactMatch;marine engineers and naval architects
industrial engineers, including health and safety;exactMatch;industrial engineers, including health and safety
environmental engineers;exactMatch;environmental engineers
electrical and electronics engineers;exactMatch;electrical and electronics engineers
computer hardware engineers;exactMatch;computer hardware engineers
civil engineers;exactMatch;civil engineers
chemical engineers;exactMatch;chemical engineers
bioengineers and biomedical engineers;exactMatch;bioengineers and biomedical engineers
agricultural engineers;exactMatch;agricultural engineers
aerospace engineers;exactMatch;aerospace engineers
geodetic surveyors;exactMatch;geodetic surveyors
surveyors;exactMatch;surveyors
cartographers and photogrammetrists;exactMatch;cartographers and photogrammetrists
landscape architects;exactMatch;landscape architects
surveyors, cartographers, and photogrammetrists;exactMatch;surveyors, cartographers, and photogrammetrists
nanotechnology engineering technologists and technicians;exactMatch;nanotechnology engineering technologists and technicians
automotive engineering technicians;exactMatch;automotive engineering technicians
non-destructive testing specialists;exactMatch;non-destructive testing specialists
neuropsychologists;exactMatch;neuropsychologists
psychologists, all other;exactMatch;psychologists, all other
school psychologists;exactMatch;school psychologists
clinical and counseling psychologists;exactMatch;clinical and counseling psychologists
industrial-organizational psychologists;exactMatch;industrial-organizational psychologists
environmental economists;exactMatch;environmental economists
miscellaneous social scientists and related workers;exactMatch;miscellaneous social scientists and related workers
urban and regional planners;exactMatch;urban and regional planners
sociologists;exactMatch;sociologists
psychologists;exactMatch;psychologists
survey researchers;exactMatch;survey researchers
economists;exactMatch;economists
remote sensing scientists and technologists;exactMatch;remote sensing scientists and technologists
physical scientists, all other;exactMatch;physical scientists, all other
industrial ecologists;exactMatch;industrial ecologists
environmental restoration planners;exactMatch;environmental restoration planners
climate change policy analysts;exactMatch;climate change policy analysts
clinical neuropsychologists;exactMatch;clinical neuropsychologists
hydrologists;exactMatch;hydrologists
anthropologists and archeologists;exactMatch;anthropologists and archeologists
historians;exactMatch;historians
hydrologic technicians;exactMatch;hydrologic technicians
geological technicians, except hydrologic technicians;exactMatch;geological technicians, except hydrologic technicians
environmental science and protection technicians, including health;exactMatch;environmental science and protection technicians, including health
precision agriculture technicians;exactMatch;precision agriculture technicians
food science technicians;exactMatch;food science technicians
agricultural technicians;exactMatch;agricultural technicians
miscellaneous life, physical, and social science technicians;exactMatch;miscellaneous life, physical, and social science technicians
forest and conservation technicians;exactMatch;forest and conservation technicians
social science research assistants;exactMatch;social science research assistants
nuclear technicians;exactMatch;nuclear technicians
environmental science and geoscience technicians;exactMatch;environmental science and geoscience technicians
chemical technicians;exactMatch;chemical technicians
biological technicians;exactMatch;biological technicians
agricultural and food science technicians;exactMatch;agricultural and food science technicians
transportation planners;exactMatch;transportation planners
social scientists and related workers, all other;exactMatch;social scientists and related workers, all other
political scientists;exactMatch;political scientists
geographers;exactMatch;geographers
digital forensics analysts;exactMatch;digital forensics analysts
geoscientists, except hydrologists and geographers;exactMatch;geoscientists, except hydrologists and geographers
materials scientists;exactMatch;materials scientists
microbiologists;exactMatch;microbiologists
biochemists and biophysicists;exactMatch;biochemists and biophysicists
soil and plant scientists;exactMatch;soil and plant scientists
food scientists and technologists;exactMatch;food scientists and technologists
animal scientists;exactMatch;animal scientists
miscellaneous life scientists;exactMatch;miscellaneous life scientists
medical scientists;exactMatch;medical scientists
conservation scientists and foresters;exactMatch;conservation scientists and foresters
biological scientists;exactMatch;biological scientists
agricultural and food scientists;exactMatch;agricultural and food scientists
occupational health and safety specialists and technicians;exactMatch;occupational health and safety specialists and technicians
life, physical, and social science technicians;exactMatch;life, physical, and social science technicians
social scientists and related workers;exactMatch;social scientists and related workers
physical scientists;exactMatch;physical scientists
life scientists;exactMatch;life scientists
life, physical, and social science occupations;exactMatch;life, physical, and social science occupations
photonics technicians;exactMatch;photonics technicians
zoologists and wildlife biologists;exactMatch;zoologists and wildlife biologists
environmental scientists and specialists, including health;exactMatch;environmental scientists and specialists, including health
biological scientists, all other;exactMatch;biological scientists, all other
molecular and cellular biologists;exactMatch;molecular and cellular biologists
chemists;exactMatch;chemists
physicists;exactMatch;physicists
astronomers;exactMatch;astronomers
miscellaneous physical scientists;exactMatch;miscellaneous physical scientists
environmental scientists and geoscientists;exactMatch;environmental scientists and geoscientists
chemists and materials scientists;exactMatch;chemists and materials scientists
atmospheric and space scientists;exactMatch;atmospheric and space scientists
astronomers and physicists;exactMatch;astronomers and physicists
life scientists, all other;exactMatch;life scientists, all other
medical scientists, except epidemiologists;exactMatch;medical scientists, except epidemiologists
epidemiologists;exactMatch;epidemiologists
park naturalists;exactMatch;park naturalists
range managers;exactMatch;range managers
foresters;exactMatch;foresters
conservation scientists;exactMatch;conservation scientists
biologists;exactMatch;biologists
geneticists;exactMatch;geneticists
bioinformatics scientists;exactMatch;bioinformatics scientists
nuclear monitoring technicians;exactMatch;nuclear monitoring technicians
information security engineers;exactMatch;information security engineers
document management specialists;exactMatch;document management specialists
entertainment and recreation managers, except gambling;exactMatch;entertainment and recreation managers, except gambling
gambling managers;exactMatch;gambling managers
biofuels/biodiesel technology and product development managers;exactMatch;biofuels/biodiesel technology and product development managers
education administrators, all other;exactMatch;education administrators, all other
education administrators, postsecondary;exactMatch;education administrators, postsecondary
education administrators, kindergarten through secondary;exactMatch;education administrators, kindergarten through secondary
education and childcare administrators, preschool and daycare;exactMatch;education and childcare administrators, preschool and daycare
clinical research coordinators;exactMatch;clinical research coordinators
miscellaneous managers;exactMatch;miscellaneous managers
emergency management directors;exactMatch;emergency management directors
social and community service managers;exactMatch;social and community service managers
property, real estate, and community association managers;exactMatch;property, real estate, and community association managers
postmasters and mail superintendents;exactMatch;postmasters and mail superintendents
natural sciences managers;exactMatch;natural sciences managers
medical and health services managers;exactMatch;medical and health services managers
lodging managers;exactMatch;lodging managers
personal service managers;exactMatch;personal service managers
water resource specialists;exactMatch;water resource specialists
funeral home managers;exactMatch;funeral home managers
personal service managers, all other;exactMatch;personal service managers, all other
cost estimators;exactMatch;cost estimators
compliance officers;exactMatch;compliance officers
claims adjusters, appraisers, examiners, and investigators;exactMatch;claims adjusters, appraisers, examiners, and investigators
buyers and purchasing agents;exactMatch;buyers and purchasing agents
agents and business managers of artists, performers, and athletes;exactMatch;agents and business managers of artists, performers, and athletes
financial specialists;exactMatch;financial specialists
business operations specialists;exactMatch;business operations specialists
business and financial operations occupations;exactMatch;business and financial operations occupations
brownfield redevelopment specialists and site managers;exactMatch;brownfield redevelopment specialists and site managers
wind energy development managers;exactMatch;wind energy development managers
wind energy operations managers;exactMatch;wind energy operations managers
loss prevention managers;exactMatch;loss prevention managers
compliance managers;exactMatch;compliance managers
regulatory affairs managers;exactMatch;regulatory affairs managers
managers, all other;exactMatch;managers, all other
spa managers;exactMatch;spa managers
fitness and wellness coordinators;exactMatch;fitness and wellness coordinators
entertainment and recreation managers;exactMatch;entertainment and recreation managers
food service managers;exactMatch;food service managers
architectural and engineering managers;exactMatch;architectural and engineering managers
education and childcare administrators;exactMatch;education and childcare administrators
administrative services and facilities managers;exactMatch;administrative services and facilities managers
fundraising managers;exactMatch;fundraising managers
public relations managers;exactMatch;public relations managers
sales managers;exactMatch;sales managers
marketing managers;exactMatch;marketing managers
marketing and sales managers;exactMatch;marketing and sales managers
advertising and promotions managers;exactMatch;advertising and promotions managers
chief sustainability officers;exactMatch;chief sustainability officers
legislators;exactMatch;legislators
general and operations managers;exactMatch;general and operations managers
chief executives;exactMatch;chief executives
other management occupations;exactMatch;other management occupations
operations specialties managers;exactMatch;operations specialties managers
advertising, marketing, promotions, public relations, and sales managers;exactMatch;advertising, marketing, promotions, public relations, and sales managers
top executives;exactMatch;top executives
management occupations;exactMatch;management occupations
special forces;exactMatch;special forces
computer and information systems managers;exactMatch;computer and information systems managers
human resources workers;exactMatch;human resources workers
financial managers;exactMatch;financial managers
purchasing managers;exactMatch;purchasing managers
construction managers;exactMatch;construction managers
farmers, ranchers, and other agricultural managers;exactMatch;farmers, ranchers, and other agricultural managers
supply chain managers;exactMatch;supply chain managers
hydroelectric production managers;exactMatch;hydroelectric production managers
biomass power plant managers;exactMatch;biomass power plant managers
biofuels production managers;exactMatch;biofuels production managers
geothermal production managers;exactMatch;geothermal production managers
quality control systems managers;exactMatch;quality control systems managers
investment fund managers;exactMatch;investment fund managers
treasurers and controllers;exactMatch;treasurers and controllers
security managers;exactMatch;security managers
facilities managers;exactMatch;facilities managers
administrative services managers;exactMatch;administrative services managers
training and development managers;exactMatch;training and development managers
human resources managers;exactMatch;human resources managers
compensation and benefits managers;exactMatch;compensation and benefits managers
transportation, storage, and distribution managers;exactMatch;transportation, storage, and distribution managers
industrial production managers;exactMatch;industrial production managers
logisticians and project management specialists;exactMatch;logisticians and project management specialists
management analysts;exactMatch;management analysts
meeting, convention, and event planners;exactMatch;meeting, convention, and event planners
software and web developers, programmers, and testers;exactMatch;software and web developers, programmers, and testers
database and network administrators and architects;exactMatch;database and network administrators and architects
computer support specialists;exactMatch;computer support specialists
computer and information research scientists;exactMatch;computer and information research scientists
computer and information analysts;exactMatch;computer and information analysts
mathematical science occupations;exactMatch;mathematical science occupations
Computer Occupations;exactMatch;Computer Occupations
computer and mathematical occupations;exactMatch;computer and mathematical occupations
fraud examiners, investigators and analysts;exactMatch;fraud examiners, investigators and analysts
financial quantitative analysts;exactMatch;financial quantitative analysts
financial specialists, all other;exactMatch;financial specialists, all other
tax preparers;exactMatch;tax preparers
tax examiners and collectors, and revenue agents;exactMatch;tax examiners and collectors, and revenue agents
loan officers;exactMatch;loan officers
credit counselors;exactMatch;credit counselors
financial risk specialists;exactMatch;financial risk specialists
